movieId,title,genres,tags
175,Kids (1995),Drama,Nudity (Full Frontal)
185,Net,,
199,Umbrellas of Cherbourg,,
215,Before Sunrise (1995),Drama|Romance,generation X
216,Billy Madison (1995),Comedy,school
216,Billy Madison (1995),Comedy,Adam Sandler
216,Billy Madison (1995),Comedy,stop looking at me swan
222,Circle of Friends (1995),Drama|Romance,Ireland
223,Clerks (1994),Comedy,cynical
223,Clerks (1994),Comedy,hilarious
223,Clerks (1994),Comedy,independent film
223,Clerks (1994),Comedy,quirky
223,Clerks (1994),Comedy,witty
223,Clerks (1994),Comedy,generation X
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,mental illness
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,psychology
230,Dolores Claiborne (1995),Drama|Thriller,Stephen King
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,In Netflix queue
235,Ed Wood (1994),Comedy|Drama,movie business
237,Forget Paris (1995),Comedy|Romance,basketball
237,Forget Paris (1995),Comedy|Romance,France
237,Forget Paris (1995),Comedy|Romance,infertility
246,Hoop Dreams (1994),Documentary,basketball
247,Heavenly Creatures (1994),Crime|Drama,Australia
248,Houseguest (1994),Comedy,bad
248,Houseguest (1994),Comedy,Sinbad
249,Immortal Beloved (1994),Drama|Romance,Beethoven
252,I.Q. (1994),Comedy|Romance,Einstein
257,Just Cause (1995),Mystery|Thriller,court
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,classic
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,space action
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,action
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,sci-fi
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,EPIC
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,great soundtrack
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,classic sci-fi
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,engrossing adventure
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,EPIC
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,classic
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,Nerd
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,classic sci-fi
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,space action
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,space epic
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,oldie but goodie
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,sci-fi
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,Star Wars
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,ROBOTS AND ANDROIDS
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,space
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,classic sci-fi
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,sci-fi
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,space adventure
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,Star Wars
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,darth vader
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,luke skywalker
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,space opera
261,Little Women (1994),Drama,Louisa May Alcott
262,Little Princess,,
262,Little Princess,,
262,Little Princess,,
272,Madness of King George,,
272,Madness of King George,,
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,gothic
277,Miracle on 34th Street (1994),Drama,Christmas
279,My Family (1995),Drama,In Netflix queue
280,Murder in the First (1995),Drama|Thriller,prison
282,Nell (1994),Drama,disability
282,Nell (1994),Drama,twins
288,Natural Born Killers (1994),Action|Crime|Thriller,brutality
288,Natural Born Killers (1994),Action|Crime|Thriller,controversial
288,Natural Born Killers (1994),Action|Crime|Thriller,dark comedy
288,Natural Born Killers (1994),Action|Crime|Thriller,psychedelic
288,Natural Born Killers (1994),Action|Crime|Thriller,satire
288,Natural Born Killers (1994),Action|Crime|Thriller,stylized
290,Once Were Warriors (1994),Crime|Drama,In Netflix queue
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,assassin
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Jean Reno
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,hit men
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Action
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,assassin
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,assassination
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,assassins
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,awkward romance
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,corruption
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,crime
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,disturbing
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,drama
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,French
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,friendship
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Gary Oldman
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,great acting
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Guns
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,hit men
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,hitman
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,humorous
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,imdb top 250
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Jean Reno
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Lolita theme
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,loneliness
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,love story
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Luc Besson
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Natalie Portman
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,organized crime
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,police
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,police corruption
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,quirky
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,sniper
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,tense
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,touching
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,unique
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,good dialogue
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,great soundtrack
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,non-linear
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,cult film
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,drugs
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Quentin Tarantino
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Tarantino
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,hit men
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1990s
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,achronological
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,action
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,action packed
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,aggressive
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,amazing
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,amazing dialogues
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,anthology
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,assassin
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,atmospheric
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,AWESOME
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,bad ass
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,bad language
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,bad-ass
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,bible
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,biblical references
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,big boys with guns
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,big name actors
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Black comedy
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,black humor
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,black humour
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,blood
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,blood splatters
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,bloody
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,bruce willis
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,brutality
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,casual violence
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,character development
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,characters
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,classic
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,classic movie
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,coke
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,comedy
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,conversation
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,cool
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,cool style
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,crime
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,crime scene scrubbing
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,cult
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,cult classic
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,cult film
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,dance
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,dancing
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,dark
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,dark comedy
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,dark humor
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,dialogue
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,different
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,diner
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,disjointed timeline
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,disturbing
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,drama
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,drug overdose
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,drugs
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,drugs & music
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,ensemble cast
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,entertaining
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,entirely dialogue
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,episodic
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,exciting
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,fast paced
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,fast-paced
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,film noir
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,film-noir
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,foul language
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,fun
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,funny
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,gangster
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,gangsters
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,genius
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,golden watch
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,good dialogue
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,good music
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,gore
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,great acting
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,great dialogue
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,great soundtrack
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,gritty
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,guns
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Harvey Keitel
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,heroin
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Highly quotable
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,hit men
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,hitman
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,homosexuality
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,humour
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,iconic
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,imdb top 250
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,innovative
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,intellectual
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,intelligent
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,intense
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,interesting
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,intertwining storylines
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,interwoven storylines
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,ironic
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,irony
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,John Travolta
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,killer-as-protagonist
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,los angeles
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Mafia
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,masterpiece
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,meaningless violence
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,milkshake
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,mobster
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,mobsters
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,monologue
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,motherfucker
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,multiple stories
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,multiple storylines
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,neo-noir
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,noir
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,non-linear
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,non-linear timeline
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,nonlinear
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,nonlinear narrative
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,nonlinear storyline
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,nonlinear timeline
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,notable soundtrack
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,offensive
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,organised crime
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,organized crime
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,original
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,original plot
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,out of order
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Palme d'Or
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,parody
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,philosophical
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,pop culture references
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,psychological
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,pulp
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Quentin Tarantino
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,quirky
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Quotable
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,r:disturbing violent content including rape
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,r:disturbing violent images
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,r:graphic sexuality
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,r:some violence
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,r:strong bloody violence
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,r:strong language
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,r:sustained strong stylized violence
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,r:violence
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,random
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,rape
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,retro
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Roger Avary
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,royal with cheese
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Samuel L. Jackson
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,sarcasm
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,satire
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,sexy
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,smart writing
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,sophisticated
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,soundtrack
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,splatter
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Steve Buscemi
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,storytelling
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,stylish
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,stylized
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,suspense
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Tarantino
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,thought-provoking
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,thriller
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,travolta
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,twist ending
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Uma Thurman
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,unique
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,unpredictable
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,unusual
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,very funny
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,violence
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,violent
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,witty
300,Quiz Show (1994),Drama,TV
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,Death
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,marriage
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,cynical
316,Stargate (1994),Action|Adventure|Sci-Fi,time travel
317,Santa Clause,,
318,Shawshank Redemption,,
318,Shawshank Redemption,,
318,Shawshank Redemption,,
